fqdn,tid,e2etime,gpu_est_total,absolute_error,squared_error,percentage_relative_error,session
rodinia-needle-3-0.0.1,3daba3fbc5d0281d08ebd3342d97a737,2.031402977,2.7031900998102043,0.6717871228102044,0.4512979383736126,-33.070106247570216,az-2_0_Landlord_2_4
rodinia-needle-2-0.0.1,3e38f3066839319959971a388fc37e9f,2.906017133,4.575398610393266,1.6693814773932654,2.7868345170637214,-57.44568600219829,az-2_0_Landlord_2_4
rodinia-needle-3-0.0.1,3e7628555866b74d6cb993ad02ba5f2f,1.43544345,2.1419568509407187,0.7065134009407188,0.49916118570882084,-49.21917341576353,az-2_0_Landlord_2_4
rodinia-lavamd-1-0.0.1,3e89e8030691794eab17c4cc59783df5,0.651769805,1.5598686891843674,0.9080988841843673,0.824643583456893,-139.328161141857,az-2_0_Landlord_2_4
rodinia-lud-4-0.0.1,3ebde2de2453523c3350e1916b475dd4,0.703612473,2.0628041486150233,1.3591916756150233,1.8474020110611746,-193.17333443789352,az-2_0_Landlord_2_4
rodinia-myocyte-4-0.0.1,3ec155667bd7d0452006453d35ae2337,0.255645009,1.562616744623802,1.306971735623802,1.7081751177194933,-511.2447689615572,az-2_0_Landlord_2_4
onnx-roberta-1-0.0.1,3ec5aa3f438322ac001b545c32fbee9f,0.334216633,1.351009982890081,1.016793349890081,1.0338687163806926,-304.23182136781355,az-2_0_Landlord_2_4
onnx-roberta-2-0.0.1,3f4a1bd96ef53535002970460a5dadd7,0.285491255,0.9110594233244719,0.6255681683244718,0.3913355332208347,-219.11990555524085,az-2_0_Landlord_2_4
rodinia-lud-0-0.0.1,3f58f5fe71ad14cd520465fe9c5fcb45,0.43507108,1.3755369482365385,0.9404658682365385,0.8844760493179062,-216.16372851915108,az-2_0_Landlord_2_4
rodinia-lud-2-0.0.1,3f7be067a435381fb07c04cf1257fde2,0.420075855,2.125257677819328,1.7051818228193283,2.907645048873447,-405.9223596222469,az-2_0_Landlord_2_4
rodinia-myocyte-2-0.0.1,3f88a803f57741ed56a09c24ec678a8a,0.259826179,0.7381812244825517,0.47835504548255176,0.22882354953861417,-184.10579231223338,az-2_0_Landlord_2_4
